,index,job_title,company,city,description,technologies,position_level,contract,model_work,exp_date,url
322,322,Architekt Rozwiązań w Zespole Rozwoju Procesów i Analiz Statystycznych - Wydział AML,Bank Millennium S.A.,"Warszawa, Mokotów","Twój zakres obowiązków, Rozwój zaawansowanych systemów analitycznych wspierających procesy Przeciwdziałania Praniu Pieniędzy oraz Finansowaniu Terroryzmu, Utrzymanie systemów analitycznych, monitorowanie wydajności, identyfikowanie i rozwiązywanie...","{SQL,Python,R}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-02,"https://www.pracuj.pl/praca/architekt-rozwiazan-w-zespole-rozwoju-procesow-i-analiz-statystycznych-wydzial-a-warszawa-stanislawa-zaryna-2a,oferta,1004137401"
323,323,Inżynier w kulturze DevOps,Comarch SA,"Kraków, Czyżyny","Twój zakres obowiązków, Aktywny udział w rozwiązywaniu problemów systemowych, Odpowiedzialność za budowanie oraz utrzymywanie środowisk wewnętrznych dla zespołów developerskich, testowych i produkcyjnych, Konfiguracja, administracja i...","{Docker,Kubernetes,AWS,""Microsoft Azure"",Ansible,Terraform,Bash,Python,Perl,Jenkins,""GitLab CI"",ArgoCD,Prometheus,Grafana,ELK,Zabbix}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-07-02,"https://www.pracuj.pl/praca/inzynier-w-kulturze-devops-krakow-aleja-jana-pawla-ii-39a,oferta,1004137382"
324,324,IT Systems Administrator (VMware),Beyond.pl Sp. z o.o.,"Poznań, Nowe Miasto","Twój zakres obowiązków, Zapewnienie rozwoju i utrzymanie chmur opartych o technologię VMware, Zapewnienie rozwoju i utrzymanie systemu backupowego opartego o technologię Veeam, Zapewnienie rozwoju i utrzymanie heterogenicznych środowisk Storage,...","{Perl,Bash,Python,PowerShell}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca zdalna"",""Praca hybrydowa""}",2025-06-27,"https://www.pracuj.pl/praca/it-systems-administrator-vmware-poznan-adama-kreglewskiego-11,oferta,1004095113"
325,325,"Software Engineer II - Full Stack, Android",Google,Kraków,"Your responsibilities, Write product or system development code., Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies., Review code developed by other developers and provide feedback to...","{Java,Python,Go,C++,TypeScript,JavaScript,HTML,CSS}","{""Specjalista (Mid / Regular)"",""Młodszy specjalista (Junior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/software-engineer-ii-full-stack-android-krakow,oferta,1004141214"
326,326,Inżynier Systemów Linux (Scripting / DevOps),INTRATEL Sp. z o.o.,"Białystok, Białostoczek","Twój zakres obowiązków, Utrzymanie i rozwój infrastruktury serwerowej opartej o Linux, Tworzenie i utrzymywanie pipeline’ów CI/CD w GitLab, Automatyzacja zadań administracyjnych z użyciem Ansible, Zarządzanie kontenerami Docker i klastrami...","{GitLab,Ansible,Docker,Kubernetes,Sentry,Grafana,Elasticsearch,Nginx,HAProxy,Bash,Python}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca stacjonarna"",""Praca zdalna"",""Praca hybrydowa""}",2025-07-12,"https://www.pracuj.pl/praca/inzynier-systemow-linux-scripting-devops-bialystok-aleja-1000-lecia-panstwa-polskiego-39a,oferta,1004163199"
327,327,"Senior Software Engineer - Full Stack, Ads Planning",Google,"Warszawa, Śródmieście","Your responsibilities, Participate or lead design reviews with peers and stakeholders to decide amongst available technologies., Review code developed by other developers and provide feedback to ensure best practices (e.g., style guidelines,...","{Java,Python,Golang,C++,HTML,JavaScript,TypeScript,CSS}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/senior-software-engineer-full-stack-ads-planning-warszawa-emilii-plater-53,oferta,1004141182"
328,328,Programista Konstruktor,RADMOR S.A.,Gdynia,"Twój zakres obowiązków, Jako Programista - Konstruktor będziesz wsparciem zespołu programistów w rozwoju oprogramowania wbudowanego i aplikacji pod systemem Windows/Linux, a także będziesz wspomagał automatyzację testów oraz tworzenia...","{Python,Bash,PowerShell}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca stacjonarna""}",2025-06-22,"https://www.pracuj.pl/praca/programista-konstruktor-gdynia-hutnicza-3,oferta,1004119238"
329,329,Software Engineer II - Chrome Browser Enterprise,Google,"Warszawa, Śródmieście","Your responsibilities, Write product or system development code., Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies., Review code developed by other developers and provide feedback to...","{C++,C,Python,Java,JavaScript}","{""Młodszy specjalista (Junior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/software-engineer-ii-chrome-browser-enterprise-warszawa-emilii-plater-53,oferta,1004141133"
330,330,Programista Embedded - Inżynier Elektronik,ENIGMA Systemy Ochrony Informacji Sp. z o.o.,"Warszawa, Włochy","Twój zakres obowiązków, uruchamianie i weryfikacja funkcjonalna nowych prototypów płytek PCB zaprojektowanych przez firmę Enigma, pisanie firmware’u testowego na mikroprocesory/mikrokontrolery weryfikującego poprawność działania pakietów/modułów...","{""embedded C"",Python,""ARM + GCC"",FreeRTOS+POSIX,GIT+Gitlab,""Vendor SDK (Maxim; Texas Instruments; STM i inne)""}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca stacjonarna""}",2025-07-17,"https://www.pracuj.pl/praca/programista-embedded-inzynier-elektronik-warszawa-dzialkowa-115,oferta,1004172386"
331,331,Data Scientist,Wakacje.pl,"Warszawa, Włochy","Twój zakres obowiązków, Tworzenie efektywnych rozwiązań analitycznych służących realizacji celów firmy,, Opracowywanie i utrzymanie produktów analitycznych, w tym: modeli uczenia maszynowego, algorytmów statystyczno-/matematycznych oraz algorytmów...","{Python,SQL,""Flask API"",Docker,Airflow}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-07-17,"https://www.pracuj.pl/praca/data-scientist-warszawa-zwirki-i-wigury-16,oferta,1004172382"
332,332,Technical Solutions Engineer - AI/ML,Google,"Warszawa, Śródmieście","Your responsibilities, Work with customers on their production deployments to resolve issues and achieve product readiness, availability, and scale., Develop an understanding of Google Cloud's product technology and underlying architectures by...","{Java,Python,PHP,Go,Ruby,C#,C,JavaScript,Kubernetes,Oracle,SAP}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/technical-solutions-engineer-ai-ml-warszawa-emilii-plater-53,oferta,1004141114"
333,333,"Software Engineer - Early Careers, PhD, Cloud AI",Google,"Warszawa, Śródmieście","Your responsibilities, Work on implementation and designs of Search features (e.g., support for structured search, standalone grounding API, reranking of search results based on user's interactions with previous results, filtering out search...","{Python,C,C++,Java,JavaScript}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/software-engineer-early-careers-phd-cloud-ai-warszawa-emilii-plater-53,oferta,1004141095"
334,334,"Software Engineer - Early Career, 2025 Start",Google,"Warszawa, Śródmieście","Your responsibilities, Research, conceive, and develop software applications to extend and improve on Google's product offering., Contribute to a wide variety of projects utilizing natural language processing, artificial intelligence, data...","{C,C++,Java,JavaScript,Python}","{""Młodszy specjalista (Junior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/software-engineer-early-career-2025-start-warszawa-emilii-plater-53,oferta,1004141041"
335,335,"Software Engineer - Borglet, PhD, Early Career",Google,"Warszawa, Śródmieście","Your responsibilities, Code in C++ (learn if you don't have experience)., Understand guest (virtualized) and host (hypervisor) environments and come up with secure solutions that connect both., Work with peers to identify, design, create, and...","{C++,C,Python,Java,JavaScript}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/software-engineer-borglet-phd-early-career-warszawa-emilii-plater-53,oferta,1004141004"
336,336,Python Developer,ADVOX Sp. z o.o.,"Poznań, Nowe Miasto","Twój zakres obowiązków, Od 2012 roku rozwijamy w firmie sklep internetowy oparty o platformę Magento. System rozrósł się tak bardzo, że pełni aktualnie funkcję ERP/CRM/WMS oraz sklepu. Naszym celem jest rozgrupowanie systemu na mikroserwisy żeby...","{Python,Django,PostgreSQL,RabbitMQ,""Unit Testing"",API,Docker,Elasticsearch}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca zdalna""}",2025-07-02,"https://www.pracuj.pl/praca/python-developer-poznan-blacharska-11,oferta,1004136971"
337,337,Data Engineer,Ailleron,Kraków,"Twój zakres obowiązków, Rozwój i optymalizacja przepływów danych: Projektowanie, budowanie i utrzymywanie wydajnych, skalowalnych i niezawodnych potoków danych ETL/ELT w celu pozyskiwania, przetwarzania i przekształcania dużych ilości...","{Python,SQL,""Snowflake Data Cloud""}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca zdalna"",""Praca hybrydowa""}",2025-06-20,"https://www.pracuj.pl/praca/data-engineer-krakow,oferta,1004113440"
338,338,System (Linux) Administrator,SQUARE ONE RESOURCES sp. z o.o.,Lublin,"Twój zakres obowiązków, Zarządzanie systemami Linux: Administracja i konserwacja serwerów opartych na systemie Linux, z preferencją dla dystrybucji Debian., Automatyzacja procesów: Tworzenie skryptów i automatyzowanie zadań administracyjnych w...","{Python,Bash,Perl,Linux,Debian,Prometheus,Grafana,Kubernetes,Puppet,Ansible,MariaDB,Redis}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-07-13,"https://www.pracuj.pl/praca/system-linux-administrator-lublin,oferta,1004165685"
339,339,Specjalista ds. Monitoringu i Automatyzacji IT,Rossmann SDP,"Łódź, Bałuty","Twój zakres obowiązków, utrzymanie i konfiguracja systemów monitorujących systemy IT oraz platformy do automatyzacji procesów,, tworzenie i aktualizacja dokumentacji technicznej,, przekazywanie wiedzy z obszaru monitoringu i platform automatyzacji...","{Zabbix,DataDog,Grafana,Monit24,""Windows Server"",PowerShell,Python}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-17,"https://www.pracuj.pl/praca/specjalista-ds-monitoringu-i-automatyzacji-it-lodz-wersalska-75-77,oferta,1004172166"
340,340,System (Linux) Administrator,SQUARE ONE RESOURCES sp. z o.o.,Warszawa,"Twój zakres obowiązków, Zarządzanie systemami Linux: Administracja i konserwacja serwerów opartych na systemie Linux, z preferencją dla dystrybucji Debian., Automatyzacja procesów: Tworzenie skryptów i automatyzowanie zadań administracyjnych w...","{Python,Bash,Perl,Linux,Debian,Prometheus,Grafana,Kubernetes,Puppet,Ansible,MariaDB,Redis}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-07-13,"https://www.pracuj.pl/praca/system-linux-administrator-warszawa,oferta,1004165674"
341,341,Programista Power BI,Team Connect Sp. z o.o.,Gdańsk,"Twój zakres obowiązków, Obecnie poszukujemy Programistów Power BI do projektu realizowanego w instytucji publicznej odpowiedzialnej za rozwój i zarządzanie cyfrowymi usługami w systemie ochrony zdrowia w Polsce. Jednostka ta pełni kluczową rolę w...","{""Microsoft Power BI"",DAX,SQL,Python,ETL}","{""Specjalista (Mid / Regular)""}","{""Kontrakt B2B""}","{""Praca zdalna""}",2025-06-22,"https://www.pracuj.pl/praca/programista-power-bi-gdansk,oferta,1004118951"
